,AU,SO,copyright,title,year
3361,"Rueda, C|Marinova, M|Paris, J|Ruiz, G|Coz, A",JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY, (C) 2015 Society of Chemical Industry,Technoeconomic assessment of different biorefinery approaches for a spent sulfite liquor,2016
3362,"Watanabe, M|Ida, K|Gen, M",COMPUTERS & INDUSTRIAL ENGINEERING, Elsevier Ltd. All rights reserved.,A genetic algorithm with modified crossover operator and search area adaptation for the job-shop scheduling problem,2005
3363,"Gotzinger, J|Bardossy, A",WATER RESOURCES RESEARCH,,Generic error model for calibration and uncertainty estimation of hydrological models,2008
3364,"Nikakhtar, A|Abbasian-Hosseini, SA|Gazula, H|Hsiang, SM",COMPUTERS & INDUSTRIAL ENGINEERING, Elsevier Ltd. All rights reserved.,Social Network based sensitivity analysis for patient flow using computer simulation,2015
3365,"Mastragostino, R|Patel, S|Swartz, CLE",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,Robust decision making for hybrid process supply chain systems via model predictive control,2014
3366,"Prieto, D|Asensio, MI|Ferragut, L|Cascon, JM",ADVANCES IN ENGINEERING SOFTWARE, Elsevier Ltd. All rights reserved.,Sensitivity analysis and parameter adjustment in a simplified physical wildland fire model,2015
3367,"Keprate, A|Ratnayake, RMC|Sankararaman, S",PROCESS SAFETY AND ENVIRONMENTAL PROTECTION, Published by Elsevier B.V. All rights reserved.,Minimizing hydrocarbon release from offshore piping by performing probabilistic fatigue life assessment,2017
3368,"Lee, Y|Lee, B|Kim, K",JOURNAL OF MOUNTAIN SCIENCE,,Optimal spatial allocation of initial attack resources for firefighting in the republic of Korea using a scenario optimization model,2014
3369,"Xu, CQ|Yuan, SL|Zhang, TH",INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,,Stochastic Sensitivity Analysis for a Competitive Turbidostat Model with Inhibitory Nutrients,2016
3370,"Lammoglia, SK|Makowski, D|Moeys, J|Justes, E|Barriuso, E|Mamy, L",SCIENCE OF THE TOTAL ENVIRONMENT, (C) 2016 Elsevier B.V. All rights reserved.,Sensitivity analysis of the STICS-MACRO model to identify cropping practices reducing pesticides losses,2017
3371,"Ollesch, G|Kistner, I|Meissner, R|Lindenschmidt, KE",CATENA, (c) 2006 Elsevier B.V. All rights reserved.,Modelling of snowmelt erosion and sediment yield in a small low-mountain catchment in Germany,2006
3372,"Couckuyt, I|Forrester, A|Gorissen, D|De Turck, F|Dhaene, T",ADVANCES IN ENGINEERING SOFTWARE, Elsevier Ltd. All rights reserved.,Blind Kriging: Implementation and performance analysis,2012
3373,"Janssen, WD|Blocken, B|van Hooff, T",BUILDING AND ENVIRONMENT, Elsevier Ltd. All rights reserved.,Pedestrian wind comfort around buildings: Comparison of wind comfort criteria based on whole-flow field data for a complex case study,2013
3374,"Ouyang, XG|Guo, F|Shan, D|Yu, HY|Wang, J",ECOLOGICAL ENGINEERING, (C) 2014 Elsevier B.V. All rights reserved.,Development of the integrated fuzzy analytical hierarchy process with multidimensional scaling in selection of natural wastewater treatment alternatives,2015
3375,"Yang, N|Zhang, H|Shao, LM|Lu, F|He, PJ",JOURNAL OF ENVIRONMENTAL MANAGEMENT, Elsevier Ltd. All rights reserved.,Greenhouse gas emissions during MSW landfilling in China: Influence of waste characteristics and LFG treatment measures,2013
3376,"Kaiser, MJ|Pulsipher, AG",RISK ANALYSIS,,Functional approximation and optimal specification of the mechanical risk index,2005
3377,"da Cruz, AGB|do Carmo, EGD|Duda, FP",INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS," Copyright (c) 2015 John Wiley & Sons, Ltd.",A sensitivity analysis on the parameter of the GLS method for a second-gradient theory of incompressible flow,2015
3378,"Johansen, LS|Lund, E|Kleist, J",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING, (C) 2009 Elsevier B.V. All rights reserved.,Failure optimization of geometrically linear/nonlinear laminated composite structures using a two-step hierarchical model adaptivity,2009
3379,"Kurdi, MH|Beran, PS",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Optimization of dynamic response using a monolithic-time formulation,2009
3380,"Dimitriadis, P|Tegos, A|Oikonomou, A|Pagana, V|Koukouvinos, A|Mamassis, N|Koutsoyiannis, D|Efstratiadis, A",JOURNAL OF HYDROLOGY, (C) 2016 Elsevier B.V. All rights reserved.,Comparative evaluation of 1D and quasi-2D hydraulic models based on benchmark and real-world applications for uncertainty assessment in flood mapping,2016
3381,"Shirvan, KM|Mamourian, M|Mirzakhanlari, S|Rahimi, AB|Ellahi, R",INTERNATIONAL JOURNAL OF NUMERICAL METHODS FOR HEAT & FLUID FLOW,,Numerical study of surface radiation and combined natural convection heat transfer in a solar cavity receiver,2017
3382,"Wiederkehr, J|Grac, C|Fabregue, M|Fontan, B|Labat, F|Le Ber, F|Tremolieres, M",ECOLOGICAL INDICATORS, Elsevier Ltd. All rights reserved.,Experimental study of uncertainties on the macrophyte index (IBMR) based on species identification and cover,2015
3383,"Rose, PM|Kennard, MJ|Moffatt, DB|Butler, GL|Sheldon, F",ECOLOGICAL INDICATORS, Elsevier Ltd. All rights reserved.,Incorporating species losses and gains into a fish-based index for stream bioassessment increases the detection of anthropogenic disturbances,2016
3384,"Ciriello, V|Lauriola, I|Bonvicini, S|Cozzani, V|Di Federico, V|Tartakovsky, DM",WATER RESOURCES RESEARCH,,Impact of Hydrogeological Uncertainty on Estimation of Environmental Risks Posed by Hydrocarbon Transportation Networks,2017
3385,"Nguyen, TQ|Webb-Vargas, Y|Koning, IM|Stuart, EA",STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,,Causal Mediation Analysis With a Binary Outcome and Multiple Continuous or Ordinal Mediators: Simulations and Application to an Alcohol Intervention,2016
3386,"Lepisto, A|Futter, MN|Kortelainen, P",GLOBAL CHANGE BIOLOGY,,"Almost 50 years of monitoring shows that climate, not forestry, controls long-term organic carbon fluxes in a large boreal watershed",2014
3387,"Geiger, H|Kleffmann, J|Wiesen, P",ATMOSPHERIC ENVIRONMENT, (C) 2002 Elsevier Science Ltd. All rights reserved.,Smog chamber studies on the influence of diesel exhaust on photosmog formation,2002
3388,"Velmurugan, B|Selvanayagam, M|Cengiz, EI|Uysal, E",ENVIRONMENTAL TOXICOLOGY," (C) 2008 Wiley Periodicals, Inc. Environ Toxicol 23: 672-678, 2008.","Levels of Transaminases, Alkaline Phosphatase, and Protein in Tissues of Clarias gariepienus Fingerlings Exposed to Sublethal Concentrations of Cadmium Chloride",2008
3389,"Ireland, G|Petropoulos, GP|Carlson, TN|Purdy, S",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Addressing the ability of a land biosphere model to predict key biophysical vegetation characterisation parameters with Global Sensitivity Analysis,2015
3390,"Wu, JY|Zhou, Y|Gao, Y|Fu, JS|Johnson, BA|Huang, C|Kim, YM|Liu, Y",ENVIRONMENTAL HEALTH PERSPECTIVES,,The Time Trend Temperature-Mortality as a Factor of Uncertainty Analysis of Impacts of Future Heat Waves: Wu et al. Respond,2014
3391,"Wang, ZQ",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Piecewise point classification for uncertainty propagation with nonlinear limit states,2017
3392,"Cazcarro, I|Duarte, R|Sanchez-Choliz, J",ENVIRONMENTAL SCIENCE & TECHNOLOGY,,"Water Flows in the Spanish Economy: Agri-Food Sectors, Trade and Households Diets in an Input-Output Framework",2012
3393,"Alimonti, C|Lombardi, M|Cardarilli, M|Soldo, E",WATER RESOURCES MANAGEMENT,,Reliability Analysis Applied on Land Subsidence Effects of Groundwater Remediation: Probabilistic vs. Deterministic Approach,2017
3394,"Adam, MEN",ATMOSPHERIC ENVIRONMENT, Elsevier Ltd. All rights reserved.,"Sensitivity analysis of aerosols' effect in UVB transmission to solar zenith angle at subtropical location (Qena, Egypt)",2013
3395,"Wilcox, HB|Al-Zoughool, M|Garner, MJ|Jiang, H|Klotz, JB|Krewski, D|Nicholson, WJ|Schoenberg, JB|Villeneuve, PJ|Zielinski, JM",RADIATION PROTECTION DOSIMETRY,,Case-control study of radon and lung cancer in New Jersey,2008
3396,"Horner, NC|Shehabi, A|Azevedo, IL",ENVIRONMENTAL RESEARCH LETTERS,,Known unknowns: indirect energy effects of information and communication technology,2016
3397,"Wen, ZG|Di, JH|Zhang, XY",JOURNAL OF ENVIRONMENTAL MANAGEMENT, Elsevier Ltd. All rights reserved.,Uncertainty analysis of primary water pollutant control in China's pulp and paper industry,2016
3398,"Cencetti, C|Fredduzzi, A|Marchesini, I|Naccini, M|Tacconi, P",COMPUTATIONAL GEOSCIENCES,,Some considerations about the simulation of breach channel erosion on landslide dams,2006
3399,"Vidal, R|Moliner, E|Martinez, G|Rubio, MC",RESOURCES CONSERVATION AND RECYCLING, (C) 2013 Elsevier B.V. All rights reserved.,Life cycle assessment of hot mix asphalt and zeolite-based warm mix asphalt with reclaimed asphalt pavement,2013
3400,"Larsbo, M|Jarvis, N",JOURNAL OF HYDROLOGY, (c) 2005 Elsevier B.V. All rights reserved.,Information content of measurements from tracer microlysimeter experiments designed for parameter identification in dual-permeability models,2006
3401,"Zhang, J|Li, QN|Guo, BB|Gong, HL",HYDROLOGICAL PROCESSES,,The comparative study of multi-site uncertainty evaluation method based on SWAT model,2015
3402,"Drechsler, M",BIOLOGICAL CONSERVATION, (C) 2000 Elsevier Science Ltd. All rights reserved.,A model-based decision aid for species protection under uncertainty,2000
3403,"Strode, S|Jaegle, L|Emerson, S",GLOBAL BIOGEOCHEMICAL CYCLES,,Vertical transport of anthropogenic mercury in the ocean,2010
3404,"Chang, WT|Wu, LI",MATHEMATICAL AND COMPUTER MODELLING, Elsevier Ltd. All rights reserved.,Tolerance analysis and synthesis of cam-modulated linkages,2013
3405,"Wang, JZ|Georgakakos, KP",HYDROLOGICAL PROCESSES," Copyright (c) 2006 John Wiley & Sons, Ltd.",Estimation of potential evapotranspiration in the mountainous Panama Canal watershed,2007
3406,"Bilir, C|Ekici, SO|Ulengin, F",COMPUTERS & INDUSTRIAL ENGINEERING, Elsevier Ltd. All rights reserved.,An integrated multi-objective supply chain network and competitive facility location model,2017
3407,"El-Chabib, H|Nehdi, M|Said, A",COMPUTERS AND CONCRETE,,Predicting shear capacity of NSC and HSC slender beams without stirrups using artificial intelligence,2005
3408,"She, DX|Xia, J|Zhang, YY",SCIENCE OF THE TOTAL ENVIRONMENT, (C) 2017 Elsevier B.V. All rights reserved.,"Changes in reference evapotranspiration and its driving factors in the middle reaches of Yellow River Basin, China",2017
3409,"Samora, I|Manso, P|Franca, MJ|Schleiss, AJ|Ramos, HM",WATER,,Energy Recovery Using Micro-Hydropower Technology in Water Supply Systems: The Case Study of the City of Fribourg,2016
3410,"Lesne, O|Haase, J|Kirchengast, G|Ramsauer, J|Poetzi, W",PHYSICS AND CHEMISTRY OF THE EARTH, (C) 2002 Published by Elsevier Science Ltd.,Sensitivity analysis for airborne sounding of the troposphere by GNSS radio occultation,2002
3411,"Semakula, HM|Song, GB|Achuu, SP|Zhang, SS",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,A Bayesian belief network modelling of household factors influencing the risk of malaria: A study of parasitaemia in children under five years of age in sub-Saharan Africa,2016
3412,"Banihabib, ME|Hashemi-Madani, FS|Forghani, A",WATER RESOURCES MANAGEMENT,,Comparison of Compensatory and non-Compensatory Multi Criteria Decision Making Models in Water Resources Strategic Management,2017
3413,"Kumar, V|Mari, M|Schuhmacher, M|Domingo, JL",ENVIRONMENTAL MODELLING & SOFTWARE, Elsevier Ltd. All rights reserved.,Partitioning total variance in risk assessment: Application to a municipal solid waste incinerator,2009
3414,"Goharian, E|Burian, SJ|Bardsley, T|Strong, C",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT, (C) 2015 American Society of Civil Engineers.,Incorporating Potential Severity into Vulnerability Assessment of Water Supply Systems under Climate Change Conditions,2016
3415,"Brown, T|Smith, S|Bhopal, R|Kasim, A|Summerbell, C",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,,Diet and Physical Activity Interventions to Prevent or Treat Obesity in South Asian Children and Adults: A Systematic Review and Meta-Analysis,2015
3416,"Ray, PA|Watkins, DW|Vogel, RM|Kirshen, PH",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT, (C) 2014 American Society of Civil Engineers.,Performance-Based Evaluation of an Improved Robust Optimization Formulation,2014
3417,"Fujimori, S|Kainuma, M|Masui, T|Hasegawa, T|Dai, H",ENERGY POLICY, Elsevier Ltd. All rights reserved.,The effectiveness of energy service demand reduction: A scenario analysis of global climate change mitigation,2014
3418,"Ren, TT|Mu, Y|Yu, HQ|Harada, H|Li, YY",CHEMICAL ENGINEERING JOURNAL, (C) 2007 Elsevier B.V. All rights reserved.,Dispersion analysis of an acidogenic UASB reactor,2008
3419,"Kim, SB|Corapcioglu, MY",ENVIRONMENTAL TECHNOLOGY,,Vertical transport of Cryptosporidium parvum oocytes through sediments,2002
3420,"Yang, JB|Liu, QY|Li, X|Cui, XD",SUSTAINABILITY,,Overview of Wind Power in China: Status and Future,2017
3421,"Karunasena, HCP|Senadeera, W|Gu, YT|Brown, RJ",APPLIED MATHEMATICAL MODELLING, (C) 2013 Elsevier Inc. All rights reserved.,A coupled SPH-DEM model for micro-scale structural deformations of plant cells during drying,2014
3422,"Kiese, R|Li, CS|Hilbert, DW|Papen, H|Butterbach-Bahl, K",GLOBAL CHANGE BIOLOGY,,Regional application of PnET-N-DNDC for estimating the N2O source strength of tropical rainforests in the Wet Tropics of Australia,2005
3423,"Vandenberghe, V|van Griensven, A|Bauwens, W|Vanrolleghem, PA",WATER SCIENCE AND TECHNOLOGY,,Effect of different river water quality model concepts used for river basin management decisions,2006
3424,"Matsuka, M|Braddock, RD|Agranovski, IE",MATHEMATICS AND COMPUTERS IN SIMULATION, Published by Elsevier B.V. All rights reserved.,Numerical study of hydrogen permeation flux in ytterbium doped strontium cerate and thulium doped strontium cerate (II),2009
3425,"Shamir, E|Rimmer, A|Georgakakos, KP",WATER,,The Use of an Orographic Precipitation Model to Assess the Precipitation Spatial Distribution in Lake Kinneret Watershed,2016
3426,"Hassani, B|Tavakkoli, SM|Ghasemnejad, H",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Simultaneous shape and topology optimization of shell structures,2013
3427,"Opher, T|Rom, M|Kronaveter, L|Friedler, E|Ostfeld, A",URBAN WATER JOURNAL,,Some observations on biofouling prediction in pipelines using model trees and artificial neural networks versus logistic regression,2012
3428,"Sarkar, B",MATHEMATICAL PROBLEMS IN ENGINEERING,,"Supply Chain Coordination with Variable Backorder, Inspections, and Discount Policy for Fixed Lifetime Products",2016
3429,"Tyagi, A|Haan, CT",JOURNAL OF ENVIRONMENTAL ENGINEERING-ASCE,,"Reliability, risk and uncertainty analysis using generic expectation functions",2001
3430,"Zhou, J|Chang, VWC|Fane, AG",WATER RESEARCH, Elsevier Ltd. All rights reserved.,Life Cycle Assessment for desalination: A review on methodology feasibility and reliability,2014
3431,"Liu, LH|Shu, LC|Chen, XH|Wang, E|Oromo, T",WATER RESOURCES MANAGEMENT,,"Rainfall-Driven Spring Hydrograph Modeling in a Karstic Water System, Southwestern China",2010
3432,"Liu, JS|Parks, GT|Clarkson, PJ",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Topology/shape optimisation of axisymmetric continuum structures - a metamorphic development approach,2005
3433,"Lu, SY|Zhang, HM|Sojinu, SO|Liu, GH|Zhang, JQ|Ni, HG",ENVIRONMENTAL MONITORING AND ASSESSMENT,,"Trace elements contamination and human health risk assessment in drinking water from Shenzhen, China",2015
3434,"Xu, JP|Wu, DD",INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,,Sustainable development and planning of coal industry under uncertainty using system dynamic and stochastic programming,2010
3435,"Chen, L|Zhong, YC|Wei, GY|Cai, YP|Shen, ZY",WATER RESOURCES RESEARCH,,Development of an integrated modeling approach for identifying multilevel non-point-source priority management areas at the watershed scale,2014
3436,"Jiang, L|Biegler, LT|Fox, VG",COMPUTERS & CHEMICAL ENGINEERING, Elsevier Ltd. All rights reserved.,Design and optimization of pressure swing adsorption systems with parallel implementation,2005
3437,"Koch, J|Nowak, W",WATER RESOURCES RESEARCH,,Predicting DNAPL mass discharge and contaminated site longevity probabilities: Conceptual model and high-resolution stochastic simulation,2015
3438,"Tan, MHY",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,,Sequential Bayesian Polynomial Chaos Model Selection for Estimation of Sensitivity Indices,2015
3439,"Brandimarte, L|Woldeyes, MK",HYDROLOGICAL PROCESSES," Copyright (c) 2012 John Wiley & Sons, Ltd.",Uncertainty in the estimation of backwater effects at bridge crossings,2013
3440,"Ciriello, V|Di Federico, V|Riva, M|Cadini, F|De Sanctis, J|Zio, E|Guadagnini, A",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,,Polynomial chaos expansion for global sensitivity analysis applied to a model of radionuclide migration in a randomly heterogeneous aquifer,2013
3441,"Naja, G|Volesky, B",ENVIRONMENTAL SCIENCE & TECHNOLOGY,,Optimization of a biosorption column performance,2008
3442,"Kim, CY|Bae, GJ|Hong, SW|Park, CH|Moon, HK|Shin, HS",COMPUTERS AND GEOTECHNICS, (C) 2001 Published by Elsevier Science Ltd. All rights reserved.,Neural network based prediction of ground surface settlements due to tunnelling,2001
3443,"Fohrer, N|Dietrich, A|Kolychalow, O|Ulrich, U",JOURNAL OF ENVIRONMENTAL QUALITY,,Assessment of the Environmental Fate of the Herbicides Flufenacet and Metazachlor with the SWAT Model,2014
3444,"Mukhopadhyay, T|Dey, TK|Chowdhury, R|Chakrabarti, A|Adhikari, S",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,,Optimum design of FRP bridge deck: an efficient RS-HDMR based approach,2015
